Year,Town,Type,Return,Exempt,MarJnt,Single,MarSep,HdHous,AGI,FedTI,VTI,NetVTax
2005,Wardsboro,Grand Total,395,720.0,167.0,186.0,10.0,32.0,14540845.0,9073627.0,8652555.0,346001.1707
2005,Warren,Grand Total,869,1524.0,328.0,455.0,18.0,68.0,49668858.0,38443545.0,36081559.0,1871615.5269
2005,Washington,Grand Total,567,1049.0,253.0,273.0,3.0,38.0,23359325.0,15844239.0,14519341.0,559662.9666999999
2005,Waterbury,Grand Total,2689,4904.0,1104.0,1326.0,46.0,213.0,144946258.0,102880976.0,99875982.0,4924725.733599999
2005,Waterford,Grand Total,619,1287.0,347.0,233.0,7.0,32.0,31149068.15,21560718.0,20701123.0,939425.1716
2005,Waterville,Grand Total,351,695.0,159.0,155.0,7.0,30.0,13946051.0,9151685.0,8729164.0,385986.8548
2005,Weathersfield,Grand Total,1335,2558.0,679.0,556.0,11.0,89.0,56761720.0,37861068.0,37215790.0,1620573.7654
2005,Wells,Grand Total,556,1051.0,259.0,248.0,12.0,37.0,24287984.0,16123552.0,15387738.0,625750.0018000001
2005,Wells River,Grand Total,231,398.0,73.0,123.0,1.0,34.0,6658206.0,3816781.0,3762584.0,148696.1566
2005,West Fairlee,Grand Total,257,525.0,123.0,94.0,9.0,31.0,11657894.0,7564007.0,7441930.0,330711.6868
2005,West Haven,Grand Total,138,253.0,69.0,64.0,0.0,5.0,5313477.0,3483009.0,3222770.0,138915.4179
2005,West Rutland,Grand Total,1330,2381.0,508.0,688.0,21.0,113.0,51502288.0,33538856.0,32281430.0,1491745.3721
2005,West Windsor,Grand Total,504,955.0,262.0,221.0,4.0,17.0,28994641.0,21665433.0,20512260.0,1045623.3121
2005,Westfield,Grand Total,243,448.0,117.0,101.0,5.0,20.0,7859348.0,4626250.0,4454001.0,176227.51249999995
2005,Westford,Grand Total,946,1949.0,476.0,404.0,8.0,58.0,53799212.0,37612401.0,36383497.0,1807915.9907
2005,Westminster,Grand Total,1441,2779.0,657.0,654.0,17.0,113.0,65812792.0,44679219.0,42909251.0,2093463.1869
2005,Westmore,Grand Total,163,323.0,97.0,57.0,0.0,9.0,5971387.0,3616290.0,3486571.0,139497.77409999998
2005,Weston,Grand Total,302,550.0,148.0,139.0,5.0,10.0,21555225.0,15189114.0,14445895.0,709877.4024
2005,Weybridge,Grand Total,416,853.0,216.0,172.0,5.0,23.0,27258657.0,19213581.0,18205087.0,972480.0789
2005,Wheelock,Grand Total,312,639.0,158.0,131.0,4.0,19.0,11700685.0,7252553.0,7061197.0,284428.4975
2005,Whiting,Grand Total,231,440.0,101.0,117.0,2.0,11.0,8556904.0,5329119.0,5242283.0,228167.8878
2005,Whitingham,Grand Total,608,1194.0,295.0,251.0,10.0,52.0,25489375.0,15434962.0,15722811.0,580132.558
2005,Williamstown,Grand Total,1644,3195.0,760.0,720.0,24.0,140.0,61479316.0,38972810.0,38508311.0,1580452.9941000002
2005,Williston,Grand Total,4411,8751.0,2089.0,2001.0,50.0,271.0,300801193.01,217836681.0,211922280.0,11162292.358700002
2005,Wilmington,Grand Total,1113,1958.0,400.0,599.0,18.0,96.0,49988365.0,33817431.0,31622606.0,1398766.9464000002
2005,Windham,Grand Total,253,448.0,104.0,122.0,8.0,19.0,13653800.0,9580295.0,8209732.0,231947.6793
2005,Windsor,Grand Total,1853,3365.0,704.0,926.0,23.0,200.0,67890073.0,43803975.0,42106925.0,1777330.5
2005,Winhall,Grand Total,377,689.0,191.0,165.0,11.0,10.0,38684977.0,28566009.0,25015496.0,1257192.8638
2005,Winooski,Grand Total,3200,5123.0,835.0,1985.0,53.0,327.0,104238507.0,66765367.0,65075252.0,2728080.6454000003
2005,Wolcott,Grand Total,813,1539.0,327.0,380.0,13.0,93.0,26983910.0,16436023.0,16006504.0,639405.4557
2005,Woodbury,Grand Total,398,760.0,193.0,171.0,5.0,29.0,17187924.0,11454692.0,11129249.0,448925.3656
2005,Woodford,Grand Total,178,334.0,88.0,71.0,7.0,12.0,10001021.0,7479456.0,5949394.0,318940.1304
2005,Woodstock,Grand Total,1764,3058.0,696.0,920.0,35.0,113.0,109602999.0,76706611.0,69432463.0,3444893.4542000014
2005,Worcester,Grand Total,477,928.0,235.0,204.0,5.0,33.0,19994252.0,13228028.0,12886999.0,581470.0496
2005,Suppressed,Grand Total,202,377.0,100.0,83.0,6.0,13.0,9749950.0,8257543.0,7550802.0,305503.0408999999
2006,Addison,Grand Total,760,1530.0,363.0,333.0,12.0,52.0,33592010.0,21534115.0,20555871.0,910773.7482
2006,Albany,Grand Total,414,839.0,205.0,168.0,2.0,39.0,13592200.0,8106108.0,7690500.0,314590.19609999994
2006,Alburg,Grand Total,1014,1921.0,444.0,466.0,22.0,82.0,40336371.0,25776399.0,25229470.0,1028320.8511
2006,Andover,Grand Total,238,439.0,123.0,96.0,8.0,11.0,12215786.0,8575763.0,7972528.0,374630.2313
2006,Arlington,Grand Total,1340,2380.0,540.0,663.0,22.0,115.0,64869156.01,43961429.0,40950582.0,1858707.1403000003
2006,Athens,Grand Total,149,313.0,74.0,60.0,0.0,15.0,5397277.0,3141124.0,3034911.0,117627.2868
2006,Bakersfield,Grand Total,550,1172.0,281.0,216.0,5.0,48.0,22841886.0,14365495.0,14160564.0,576623.2652
2006,Baltimore,Grand Total,109,218.0,61.0,40.0,0.0,8.0,4793209.0,3056319.0,3038878.0,127292.0
2006,Barnard,Grand Total,447,826.0,223.0,188.0,13.0,23.0,40079720.0,32814631.0,24872997.0,1282658.7298
2006,Barnet,Grand Total,790,1618.0,399.0,319.0,11.0,61.0,34659853.0,23366142.0,22138907.0,954717.9836
2006,Barre City,Grand Total,4535,7816.0,1396.0,2501.0,78.0,560.0,151183322.01,94190043.0,92673479.0,3813273.5059
2006,Barre Town,Grand Total,4034,7932.0,1971.0,1689.0,44.0,330.0,212693444.0,146437764.0,142392899.0,6985278.3335000025
2006,Barton,Grand Total,915,1693.0,361.0,449.0,17.0,88.0,28739797.0,16579184.0,16245540.0,650131.2572000001
2006,Belvidere,Grand Total,154,295.0,67.0,72.0,2.0,13.0,6653873.0,4344434.0,3759529.0,173294.30029999994
2006,Bennington,Grand Total,6904,12442.0,2427.0,3550.0,121.0,806.0,272872534.32,173050652.31,169162902.31,6867626.046100005
2006,Benson,Grand Total,464,952.0,216.0,192.0,6.0,50.0,18111050.0,11243433.0,10766137.0,451652.2725
2006,Berkshire,Grand Total,643,1369.0,323.0,252.0,8.0,60.0,26757761.0,17507937.0,16667779.0,739577.4436000001
2006,Berlin,Grand Total,1337,2413.0,536.0,653.0,16.0,132.0,67608565.0,47265157.0,46135058.0,2325990.2893000003
2006,Bethel,Grand Total,1027,1918.0,433.0,479.0,13.0,102.0,41050846.01000001,26313037.23,25672443.23,1075254.0792000005
2006,Bloomfield,Grand Total,103,197.0,41.0,47.0,2.0,13.0,3217700.0,1863859.0,1845737.0,74285.047
2006,Bolton,Grand Total,552,1068.0,245.0,253.0,12.0,42.0,28590641.0,19539525.0,19356772.0,875998.6166
2006,Bradford,Grand Total,1345,2496.0,528.0,637.0,32.0,148.0,56578034.0,37204361.0,35821046.0,1621795.4977999998
2006,Braintree,Grand Total,627,1173.0,276.0,276.0,13.0,62.0,24051335.0,15196405.0,14743823.0,631617.6859000003
2006,Brandon,Grand Total,2042,3824.0,871.0,981.0,19.0,171.0,85686783.72999999,56408726.0,53946432.0,2540274.3258
2006,Brattleboro,Grand Total,6148,10527.0,1943.0,3445.0,97.0,663.0,250849758.96,166283015.96,159421109.96,7039578.606000002
2006,Bridgewater,Grand Total,501,894.0,219.0,245.0,8.0,29.0,23751922.0,16153445.0,14671664.0,680600.459
2006,Bridport,Grand Total,614,1172.0,293.0,276.0,9.0,36.0,24317836.0,16755476.0,15724996.0,702104.7222000001
2006,Brighton,Grand Total,570,1029.0,214.0,284.0,12.0,60.0,16143614.0,9215789.0,8849376.0,346846.4698
2006,Bristol,Grand Total,2016,3744.0,782.0,1004.0,40.0,190.0,78951442.0,50455479.0,49272386.0,2100252.0807
2006,Brookfield,Grand Total,582,1211.0,315.0,215.0,9.0,43.0,29314625.0,19465907.0,19104026.0,907160.1293
2006,Brookline,Grand Total,239,480.0,115.0,110.0,4.0,10.0,11316236.0,7705533.0,7453032.0,327854.0679
2006,Brownington,Grand Total,406,843.0,187.0,169.0,6.0,44.0,12012572.0,6790958.0,6690350.0,249210.9454
2006,Brunswick,Grand Total,42,83.0,22.0,18.0,0.0,2.0,1262785.0,707618.0,695598.0,27557.439
2006,Burke,Grand Total,806,1547.0,364.0,362.0,6.0,74.0,36883873.0,25373606.0,23924010.0,1215021.0103
2006,Burlington,Grand Total,17756,27430.0,4545.0,11569.0,264.0,1378.0,925256498.71,677062449.97,606307635.97,33618617.33130003
2006,Cabot,Grand Total,619,1269.0,304.0,251.0,12.0,52.0,25734426.0,16028993.0,15467296.0,720021.5231000001
2006,Calais,Grand Total,835,1591.0,372.0,387.0,11.0,65.0,44866126.0,30504482.0,29564392.0,1591994.8809
2006,Cambridge,Grand Total,1748,3310.0,781.0,810.0,31.0,126.0,78360869.0,50895156.0,49704350.0,2168417.2641
2006,Canaan,Grand Total,445,913.0,226.0,170.0,6.0,43.0,15040991.0,9089419.0,8884655.0,346196.7999
2006,Castleton,Grand Total,1836,3368.0,806.0,867.0,20.0,143.0,82891852.0,55508574.0,53334776.0,2382336.443
2006,Cavendish,Grand Total,619,1162.0,277.0,295.0,8.0,39.0,25735621.0,16682462.0,16050193.0,650485.2257999999
2006,Charleston,Grand Total,468,904.0,217.0,206.0,7.0,38.0,13874670.0,8157674.0,7974272.0,314136.77800000005
2006,Charlotte,Grand Total,1853,3800.0,956.0,796.0,8.0,93.0,304618478.0,242836081.0,208497557.0,14561095.032100005
2006,Chelsea,Grand Total,602,1108.0,262.0,287.0,11.0,42.0,22964968.0,14461134.0,13956897.0,600030.6958999999
2006,Chester,Grand Total,1630,3055.0,702.0,784.0,23.0,121.0,63225187.0,41607451.0,39630990.0,1684413.3086999997
2006,Chittenden,Grand Total,854,1578.0,358.0,422.0,12.0,62.0,45467361.0,32137548.0,30487490.0,1527821.5108
2006,Clarendon,Grand Total,1375,2573.0,603.0,656.0,17.0,99.0,62528512.0,41466939.0,39716900.0,1854038.8761
2006,Colchester,Grand Total,7955,14703.0,3232.0,3928.0,99.0,696.0,461325885.85,324532578.84000003,313948331.84000003,16035693.1076
2006,Concord,Grand Total,564,1113.0,252.0,257.0,12.0,43.0,19307574.0,11495570.0,11294107.0,427502.0783
2006,Corinth,Grand Total,679,1301.0,313.0,294.0,19.0,53.0,26933777.0,17015005.0,16563185.0,692558.5371999999
2006,Cornwall,Grand Total,537,1113.0,299.0,196.0,9.0,33.0,42790499.0,31984707.0,29153568.0,1634447.3935999996
2006,Coventry,Grand Total,426,888.0,229.0,156.0,5.0,36.0,14994639.0,8914715.0,8739100.0,350805.54010000004
2006,Craftsbury,Grand Total,539,1035.0,265.0,236.0,6.0,32.0,20222405.83,12397145.01,11800526.01,502236.3225
2006,Danby,Grand Total,663,1273.0,317.0,287.0,10.0,49.0,27348246.0,17323511.0,16617959.0,742917.1209999998
2006,Danville,Grand Total,1133,2180.0,553.0,497.0,13.0,70.0,55610851.0,38196097.0,37057679.0,1821416.8101
2006,Derby,Grand Total,2319,4446.0,1043.0,1034.0,27.0,215.0,96323974.0,62316657.0,60108235.0,2829308.5971000013
2006,Dorset,Grand Total,1078,1919.0,477.0,513.0,19.0,69.0,118301770.0,94021734.0,78129852.0,5148971.129200001
2006,Dover,Grand Total,723,1233.0,281.0,369.0,25.0,48.0,34130843.0,24464014.0,22364113.0,1019739.4478000002
2006,Dummerston,Grand Total,926,1737.0,421.0,416.0,22.0,67.0,60742559.0,43235482.0,39334219.0,2019026.0376
2006,Duxbury,Grand Total,630,1195.0,295.0,285.0,6.0,44.0,31777436.0,21719216.0,21215402.0,934495.8423
2006,East Haven,Grand Total,141,266.0,62.0,63.0,3.0,13.0,4904208.0,2908493.0,2739938.0,119433.0
2006,East Montpelier,Grand Total,1295,2484.0,602.0,561.0,18.0,114.0,80021849.0,57975868.0,54533466.0,2886604.8303
2006,Eden,Grand Total,609,1150.0,245.0,294.0,8.0,62.0,21849085.0,13214461.0,12753716.0,555199.4782
2006,Elmore,Grand Total,402,799.0,201.0,168.0,12.0,21.0,22868079.0,16301413.0,15672687.0,781596.0958000001
2006,Enosburg,Grand Total,1343,2666.0,570.0,595.0,16.0,162.0,48502394.0,29852184.0,28807300.0,1211891.9239
2006,Essex Junction,Grand Total,5658,9824.0,2022.0,3131.0,63.0,442.0,283629279.0,195276378.0,189966476.0,9037875.64990001
2006,Essex Town,Grand Total,4471,9438.0,2333.0,1821.0,33.0,284.0,345246846.53,253431925.53,240308289.53,13356376.615700005
2006,Fair Haven,Grand Total,1404,2615.0,558.0,667.0,17.0,162.0,48935119.0,30011030.0,29426886.0,1170156.2875
2006,Fairfax,Grand Total,1963,4162.0,1006.0,779.0,24.0,154.0,101936696.0,67944902.0,66169320.0,2997220.2022000006
2006,Fairfield,Grand Total,887,1880.0,438.0,368.0,8.0,73.0,40999687.0,28424637.0,27241767.0,1311381.5187999995
2006,Fairlee,Grand Total,596,1049.0,235.0,301.0,16.0,44.0,28359496.0,19371513.0,17896080.0,882019.7804
2006,Fayston,Grand Total,582,1130.0,286.0,237.0,8.0,51.0,46367586.0,34967314.0,32429914.0,1719596.4732
2006,Ferrisburgh,Grand Total,1359,2657.0,638.0,613.0,19.0,89.0,96935989.0,74432796.0,61335695.0,3627849.1515000006
2006,Fletcher,Grand Total,541,1151.0,298.0,195.0,7.0,41.0,29741150.0,19973140.0,19055409.0,873411.4375000001
2006,Franklin,Grand Total,666,1331.0,316.0,279.0,5.0,66.0,27512792.0,17709070.0,17154039.0,744738.0635
2006,Georgia,Grand Total,1979,4301.0,1059.0,734.0,23.0,163.0,113454927.0,78133944.0,76441586.0,3799548.6631
2006,Glover,Grand Total,514,1002.0,232.0,227.0,11.0,44.0,18645103.0,11665804.0,11360025.0,490530.8994
2006,Goshen,Grand Total,84,159.0,39.0,41.0,0.0,4.0,4325321.0,2892451.0,2873168.0,128637.312
2006,Grafton,Grand Total,317,608.0,171.0,129.0,7.0,10.0,16702940.0,11104635.0,9968673.0,454982.0431
2006,Granby,Grand Total,26,54.0,16.0,7.0,1.0,2.0,775500.0,404943.0,404943.0,14614.0
2006,Grand Isle,Grand Total,1044,1984.0,501.0,448.0,16.0,79.0,60704905.0,41419649.0,39754151.0,1987009.3760000004
2006,Granville,Grand Total,156,266.0,59.0,82.0,4.0,11.0,5443617.0,3463663.0,3399335.0,131388.4916
2006,Greensboro,Grand Total,385,719.0,172.0,187.0,8.0,18.0,17309946.0,11601733.0,10565631.0,497021.1429
2006,Groton,Grand Total,473,982.0,233.0,195.0,5.0,40.0,17766445.0,10720019.0,10405826.0,455103.1723
2006,Guildhall,Grand Total,120,222.0,63.0,48.0,0.0,9.0,6382520.0,4540445.0,3967438.0,141953.1672
2006,Guilford,Grand Total,1078,1981.0,457.0,522.0,21.0,78.0,51477038.31,34757043.31,33623139.31,1378574.1492
2006,Halifax,Grand Total,335,642.0,161.0,145.0,6.0,23.0,13608513.0,8325898.0,7933697.0,297491.87159999995
2006,Hancock,Grand Total,182,327.0,70.0,83.0,3.0,26.0,5862136.0,3448165.0,3412852.0,136680.66160000002
2006,Hardwick,Grand Total,1482,2842.0,600.0,707.0,10.0,165.0,46513349.0,27020311.0,26291640.0,1062141.3661
2006,Hartford,Grand Total,5396,9608.0,2070.0,2726.0,102.0,498.0,272245729.0,185540979.0,179846034.0,8377993.082800001
2006,Hartland,Grand Total,1672,3243.0,797.0,732.0,24.0,119.0,96693787.0,66618351.0,61738439.0,3043341.0563
2006,Highgate,Grand Total,1565,3190.0,721.0,657.0,29.0,158.0,62937169.0,41294220.0,40602160.0,1729706.6227000004
2006,Hinesburg,Grand Total,2231,4302.0,995.0,1031.0,34.0,171.0,144131702.0,103467635.0,96893102.0,5035313.025599998
2006,Holland,Grand Total,286,609.0,139.0,114.0,4.0,29.0,8948758.0,5244633.0,5153600.0,192019.7987
2006,Hubbardton,Grand Total,311,579.0,147.0,138.0,2.0,24.0,16216504.0,11220953.0,11047740.0,569309.057
2006,Huntington,Grand Total,969,1876.0,451.0,447.0,10.0,61.0,50246790.0,34132702.0,33158930.0,1510945.1209999996
2006,Hyde Park,Grand Total,1462,2776.0,628.0,670.0,18.0,146.0,70348798.0,47758796.0,45871467.0,2194642.991
2006,Ira,Grand Total,186,403.0,100.0,71.0,4.0,11.0,9838876.58,6655098.0,6633316.0,307145.5696
2006,Irasburg,Grand Total,551,1155.0,284.0,216.0,7.0,44.0,18991185.53,11209377.0,10955179.0,445019.98180000007
2006,Isle La Motte,Grand Total,262,477.0,119.0,125.0,3.0,15.0,10828964.0,6669106.0,6461610.0,242102.2941
2006,Jamaica,Grand Total,468,880.0,194.0,226.0,8.0,40.0,16780975.0,11025935.0,10637816.0,438515.86890000006
2006,Jay,Grand Total,214,417.0,103.0,94.0,0.0,17.0,8008445.0,5207795.0,4821602.0,201461.3006
2006,Jericho,Grand Total,2050,4116.0,988.0,902.0,30.0,130.0,131923721.0,93725118.0,90484423.0,4609807.382499998
2006,Jericho ID,Grand Total,448,1097.0,300.0,118.0,6.0,24.0,37326073.0,27555827.0,25570975.0,1305891.9312
2006,Johnson,Grand Total,1406,2498.0,471.0,741.0,24.0,170.0,46765103.0,28552724.0,28119994.0,1183087.7517000004
2006,Killington,Grand Total,640,956.0,193.0,409.0,15.0,23.0,31493629.0,21427623.0,20231832.0,947865.0525
2006,Kirby,Grand Total,183,373.0,99.0,67.0,4.0,13.0,8980498.0,6003172.0,5776573.0,244432.5614
2006,Landgrove,Grand Total,74,148.0,40.0,29.0,1.0,4.0,8479872.0,5828874.0,5404919.0,348763.0
2006,Leicester,Grand Total,496,999.0,261.0,205.0,5.0,25.0,23220262.0,15229714.0,14912888.0,749937.0545
2006,Lemington,Grand Total,46,89.0,23.0,17.0,1.0,5.0,1863845.0,1159471.0,1088293.0,46752.5423
2006,Lincoln,Grand Total,632,1269.0,287.0,277.0,11.0,57.0,33460134.0,22078989.0,20625141.0,1018127.6621
2006,Londonderry,Grand Total,917,1675.0,398.0,431.0,16.0,72.0,48440768.0,33592274.0,30164666.0,1469959.7885000003
2006,Lowell,Grand Total,372,772.0,175.0,162.0,7.0,28.0,10993468.0,6459894.0,6239696.0,243477.7486
2006,Ludlow,Grand Total,1203,1937.0,414.0,667.0,34.0,88.0,61431645.0,42508133.0,36348468.0,1774202.2964999997
2006,Lunenburg,Grand Total,567,1153.0,301.0,209.0,5.0,52.0,19007964.0,11021515.0,10742229.0,412644.4991
2006,Lyndon,Grand Total,2640,4772.0,1001.0,1322.0,29.0,288.0,101143764.0,65297214.0,63567273.0,3099816.7329
2006,Maidstone,Grand Total,76,142.0,41.0,27.0,0.0,8.0,3341210.0,2140794.0,2011355.0,86452.5692
2006,Manchester,Grand Total,2386,4204.0,904.0,1223.0,48.0,211.0,178606971.41,131088731.0,120334727.0,6522625.2895
2006,Marlboro,Grand Total,413,777.0,183.0,184.0,12.0,34.0,34370548.0,24977263.0,21184923.0,1135597.1415
2006,Marshfield,Grand Total,749,1476.0,330.0,321.0,14.0,84.0,32892514.0,22396501.0,21692862.0,986094.4196
2006,Mendon,Grand Total,593,1071.0,261.0,288.0,7.0,37.0,43366563.0,32077363.0,30956396.0,1665341.6747
2006,Middlebury,Grand Total,3302,5663.0,1159.0,1823.0,44.0,276.0,157255898.0,107604081.0,104401862.0,5155488.432
2006,Middlesex,Grand Total,881,1720.0,422.0,370.0,11.0,78.0,48083035.0,33497808.0,32339734.0,1534415.3368000004
2006,Middletown Springs,Grand Total,406,770.0,201.0,169.0,4.0,32.0,17437809.0,11160856.0,10807886.0,475707.0997
2006,Milton,Grand Total,5007,9918.0,2293.0,2136.0,91.0,487.0,244454506.02,164399579.0,160352555.0,7236196.552000003
2006,Monkton,Grand Total,849,1847.0,490.0,301.0,12.0,46.0,52445491.0,36346404.0,35083872.0,1750062.8981
2006,Montgomery,Grand Total,570,1076.0,238.0,255.0,11.0,66.0,19698597.0,12309485.0,11944314.0,508053.7635
2006,Montpelier,Grand Total,4241,7171.0,1410.0,2365.0,60.0,406.0,205193303.0,143185998.01,138755894.01,6722799.867999998
2006,Moretown,Grand Total,815,1552.0,369.0,374.0,15.0,57.0,42548068.0,29298388.0,27916874.0,1339460.3711999995
2006,Morgan,Grand Total,343,640.0,168.0,142.0,5.0,28.0,15637689.0,10407926.0,10016011.0,525023.9598
2006,Morristown,Grand Total,2698,4922.0,1029.0,1356.0,30.0,283.0,119886906.0,76789250.0,74446569.0,3676029.589999999
2006,Mt. Holly,Grand Total,648,1237.0,318.0,263.0,16.0,51.0,30539418.01,20051765.0,19133568.0,853895.2626
2006,Mt. Tabor,Grand Total,78,160.0,37.0,31.0,1.0,9.0,3416664.0,2142260.0,2087777.0,79829.0
2006,N. Bennington ID,Grand Total,571,1018.0,211.0,302.0,5.0,53.0,23344596.0,15064565.0,14413049.0,600652.1377999999
2006,New Haven,Grand Total,864,1710.0,421.0,376.0,12.0,55.0,43990281.0,30335800.0,28441092.0,1341096.3825
2006,Newark,Grand Total,262,485.0,117.0,119.0,7.0,19.0,11197221.0,7587353.0,6622308.0,246953.0764
2006,Newbury,Grand Total,815,1582.0,386.0,354.0,13.0,62.0,34482769.0,22549376.0,21744954.0,960944.3686
2006,Newfane,Grand Total,883,1590.0,384.0,416.0,11.0,72.0,41065999.0,28642197.0,26892392.0,1248875.114
2006,Newport City,Grand Total,2066,3588.0,697.0,1107.0,30.0,232.0,70508276.0,43363461.0,42194204.0,1912515.6905
2006,Newport Town,Grand Total,835,1594.0,383.0,369.0,17.0,66.0,29513711.0,17690519.0,17293294.0,756486.2699000002
2006,North Hero,Grand Total,451,836.0,232.0,192.0,6.0,21.0,27948537.0,19398647.0,18353539.0,924435.5164000002
2006,Northfield,Grand Total,2303,4161.0,901.0,1165.0,30.0,207.0,97745595.68,64151102.76,62942338.76,2793181.708
2006,Norton,Grand Total,86,140.0,35.0,43.0,5.0,3.0,2096551.0,1372719.0,1370979.0,50322.902
2006,Norwich,Grand Total,1791,3480.0,794.0,855.0,32.0,110.0,215831148.08,165710069.07999998,149191167.07999998,8691937.980600001
2006,Orange,Grand Total,555,1032.0,246.0,252.0,13.0,44.0,21968090.0,14114156.0,13712013.0,568870.5961999999
2006,Orleans,Grand Total,509,907.0,170.0,266.0,12.0,61.0,15434337.0,9057089.0,8909574.0,343531.35960000014
2006,Orwell,Grand Total,598,1219.0,298.0,232.0,14.0,54.0,24180380.0,15858661.0,14924208.0,627199.0160999999
2006,Panton,Grand Total,314,642.0,172.0,116.0,4.0,22.0,17100328.009999998,11491656.0,10763216.0,527302.8613
2006,Pawlet,Grand Total,712,1385.0,327.0,309.0,19.0,57.0,29518060.0,20057826.0,18910099.0,709131.4230999999
2006,Peacham,Grand Total,338,677.0,167.0,144.0,5.0,22.0,18994655.0,13533850.0,12740537.0,668421.6388000001
2006,Peru,Grand Total,199,363.0,92.0,95.0,3.0,9.0,13041994.0,9382875.0,8344729.0,412000.2499
2006,Pittsfield,Grand Total,230,420.0,115.0,107.0,2.0,6.0,11342542.0,8356896.0,7864552.0,387564.3781
2006,Pittsford,Grand Total,1552,2961.0,728.0,696.0,19.0,109.0,76818766.00999999,52423520.0,51623571.0,2491317.6192
2006,Plainfield,Grand Total,760,1336.0,273.0,371.0,17.0,99.0,30242849.0,19728908.5,19115577.5,841718.0089000001
2006,Plymouth,Grand Total,277,484.0,128.0,133.0,4.0,12.0,15846044.0,11174117.0,9976598.0,385749.7085
2006,Pomfret,Grand Total,479,907.0,233.0,196.0,22.0,28.0,38474583.0,27578449.0,24722173.0,1445789.6802
2006,Poultney,Grand Total,1441,2686.0,616.0,697.0,15.0,113.0,63704802.0,42887255.0,40759237.0,1911726.7178
2006,Pownal,Grand Total,1519,2975.0,733.0,624.0,19.0,143.0,64720883.0,42318406.0,40007838.0,1220829.4423999996
2006,Proctor,Grand Total,919,1772.0,403.0,420.0,11.0,85.0,39744818.0,25647177.0,25214573.0,1120006.1196000006
2006,Putney,Grand Total,1277,2256.0,450.0,675.0,32.0,120.0,54713693.0,39383774.0,36867885.0,1758869.8790000004
2006,Randolph,Grand Total,2232,4098.0,910.0,1078.0,48.0,196.0,94945078.0,61807094.0,60351457.0,2721007.966099999
2006,Reading,Grand Total,355,640.0,152.0,164.0,7.0,32.0,17841414.0,11889110.0,11266928.0,528918.0416
2006,Readsboro,Grand Total,354,663.0,158.0,164.0,4.0,28.0,12797028.0,8056564.0,7901789.0,232999.739
2006,Richford,Grand Total,1041,2043.0,429.0,469.0,17.0,126.0,31968352.0,18502724.0,18206239.0,732351.0452999999
2006,Richmond,Grand Total,2074,4132.0,993.0,915.0,23.0,143.0,131252405.0,94105932.0,90885193.0,4751576.2412
2006,Ripton,Grand Total,301,580.0,137.0,136.0,7.0,21.0,17467638.0,12260373.0,11024287.0,574422.3701
2006,Rochester,Grand Total,615,1062.0,255.0,309.0,7.0,44.0,29237795.0,20075604.0,18896903.0,895558.9452999998
2006,Rockingham,Grand Total,2510,4589.0,924.0,1260.0,56.0,270.0,96412197.0,62341082.0,59479499.0,2719748.3137
2006,Roxbury,Grand Total,316,608.0,146.0,141.0,5.0,24.0,13559265.0,8764176.0,8677537.0,374665.2828
2006,Royalton,Grand Total,1257,2241.0,492.0,642.0,14.0,109.0,47314849.0,30410487.0,29767659.0,1283990.3431
2006,Rupert,Grand Total,319,592.0,160.0,141.0,2.0,16.0,24972502.0,14462839.0,11616005.0,567474.0125000001
2006,Rutland City,Grand Total,8308,14179.0,2675.0,4664.0,120.0,849.0,313556088.0,201704051.01,197214374.01,8785884.552899998
2006,Rutland Town,Grand Total,2090,3819.0,974.0,977.0,26.0,113.0,127640531.0,91420226.0,89095129.0,4823992.4193
2006,Ryegate,Grand Total,590,1116.0,276.0,253.0,5.0,56.0,24824184.0,16831947.0,15622466.0,766805.3292000002
2006,Salisbury,Grand Total,573,1109.0,246.0,271.0,7.0,49.0,25134342.0,16310923.0,15796881.0,689901.3300000001
2006,Sandgate,Grand Total,161,295.0,76.0,75.0,1.0,9.0,7585337.0,4766328.0,4353846.0,173831.29750000002
2006,Searsburg,Grand Total,32,64.0,14.0,15.0,0.0,3.0,815068.0,409764.0,409282.0,14730.0
2006,Shaftbury ID,Grand Total,262,586.0,149.0,89.0,1.0,23.0,15201198.0,10490252.0,10210918.0,382011.8677
2006,Shaftsbury,Grand Total,1417,2773.0,706.0,589.0,18.0,104.0,78319472.28999999,53469290.29,51435097.29,2249351.7305
2006,Sharon,Grand Total,746,1409.0,322.0,351.0,13.0,60.0,36599475.0,24286543.0,23660292.0,1134754.9931
2006,Sheffield,Grand Total,347,666.0,151.0,152.0,6.0,38.0,10632160.0,6272255.0,6200644.0,241439.6102
2006,Shelburne,Grand Total,3726,7065.0,1644.0,1805.0,55.0,222.0,458912618.01,356051527.27,312259218.27,20173497.18169999
2006,Sheldon,Grand Total,997,2052.0,459.0,426.0,14.0,98.0,40651903.0,25456422.0,25121210.0,1086582.9899000002
2006,Shoreham,Grand Total,645,1241.0,306.0,285.0,12.0,42.0,30821460.0,21093281.0,19727705.0,933679.543
2006,Shrewsbury,Grand Total,600,1089.0,271.0,288.0,8.0,33.0,34006885.0,23897231.0,22512952.0,1201573.8691999998
2006,South Burlington,Grand Total,9465,16272.0,3378.0,5335.0,124.0,628.0,660428161.01,488371961.02,465878171.02,27044517.1295
2006,South Hero,Grand Total,908,1688.0,426.0,414.0,6.0,62.0,63530168.0,45904329.0,43017185.0,2412746.9988
